406,774981677,1459898374,3,1,1,1,1
406,774981677,1459898528,3,1,1,1,1
406,774981677,1459898699,3,1,1,1,1
406,774981677,1459898878,3,1,1,1,1
406,774981677,1459899029,3,1,1,1,1
406,774981677,1459899214,3,1,1,1,1
406,774981677,1459899372,3,1,1,1,1
406,774981677,1459899546,3,1,1,1,1
406,774981677,1459899697,3,1,1,1,1
406,774981677,1459899879,3,1,1,1,1
406,774981677,1459900030,3,1,1,1,1
406,774981677,1459900206,3,1,1,1,1
406,774981677,1459900362,3,1,1,1,1
406,774981677,1459900556,3,1,1,1,1
406,774981677,1459900744,1,1,1,1,1
406,774981677,1459900927,1,1,1,1,1
406,774981677,1459901078,1,1,1,1,1
406,774981677,1459901254,1,1,1,1,1
406,774981677,1459901409,3,1,1,1,1
406,774981677,1459901561,3,1,1,1,1
406,774981677,1459901717,3,1,1,1,1
406,774981677,1459901867,1,1,1,1,1
406,774981677,1459902019,1,1,1,1,1
406,774981677,1459902184,3,1,1,1,1
406,774981677,1459902379,3,1,1,1,1
406,774981677,1459902538,1,1,1,1,1
406,774981677,1459902710,1,1,1,1,1
406,774981677,1459902872,1,1,1,1,1
406,774981677,1459903041,1,1,1,1,1
406,774981677,1459903239,1,1,1,1,1
406,774981677,1459903399,1,1,1,1,1
406,774981677,1459903570,3,1,1,1,1
406,774981677,1459903741,3,1,1,1,1
406,774981677,1459903927,3,1,1,1,1
406,774981677,1459904104,1,1,1,1,1
406,774981677,1459904255,1,1,1,1,1
406,774981677,1459904416,3,1,1,1,1
406,774981677,1459904573,3,1,1,1,1
406,774981677,1459904752,3,1,1,1,1
406,774981677,1459904933,1,1,1,1,1
406,774981677,1459905090,1,1,1,1,1
406,774981677,1459905252,3,1,1,1,1
406,774981677,1459905417,1,1,1,1,1
406,774981677,1459905587,3,1,1,1,1
406,774981677,1459905755,3,1,1,1,1
406,774981677,1459905947,3,1,1,1,1
406,774981677,1459906143,1,1,1,1,1
406,774981677,1459906319,1,1,1,1,1
406,774981677,1459906497,1,1,1,1,1
406,774981677,1459906662,3,1,1,1,1
406,774981677,1459906823,3,1,1,1,1
406,774981677,1459906983,3,1,1,1,1
406,774981677,1459907139,1,1,1,1,1
406,774981677,1459907299,3,1,1,1,1
406,774981677,1459907455,1,1,1,1,1
406,774981677,1459907650,1,1,1,1,1